id,claim_evidence_jaccard_sim
0,0.12195121951219512
1,0.1282051282051282
2,0.09756097560975607
3,0.1470588235294118
4,0.10526315789473684
5,0.10526315789473684
6,0.09756097560975607
7,0.10810810810810811
8,0.13888888888888884
9,0.1470588235294118
10,0.12121212121212122
11,0.08333333333333337
12,0.09090909090909094
13,0.13888888888888884
14,0.08571428571428574
15,0.10810810810810811
16,0.11428571428571432
17,0.1282051282051282
18,0.10526315789473684
19,0.125
20,0.10526315789473684
21,0.15384615384615385
22,0.13157894736842102
23,0.13888888888888884
24,0.09999999999999998
25,0.09523809523809523
26,0.1351351351351351
27,0.07894736842105265
28,0.10810810810810811
29,0.1515151515151515
30,0.11111111111111116
32,0.16666666666666663
33,0.11111111111111116
34,0.12121212121212122
35,0.1428571428571429
36,0.12121212121212122
37,0.11111111111111116
38,0.10256410256410253
39,0.19999999999999996
40,0.11428571428571432
41,0.10256410256410253
42,0.15625
43,0.17647058823529416
44,0.12903225806451613
45,0.1428571428571429
46,0.11111111111111116
47,0.17142857142857137
48,0.10526315789473684
49,0.24242424242424243
50,0.11111111111111116
51,0.1428571428571429
52,0.13888888888888884
53,0.21875
54,0.11111111111111116
55,0.12121212121212122
56,0.08108108108108103
57,0.08823529411764708
58,0.11111111111111116
59,0.125
60,0.11764705882352944
61,0.11111111111111116
62,0.12121212121212122
63,0.12903225806451613
64,0.11111111111111116
65,0.125
66,0.125
67,0.10810810810810811
68,0.1785714285714286
69,0.11428571428571432
70,0.13888888888888884
71,0.09375
72,0.16129032258064513
73,0.1578947368421053
74,0.12903225806451613
75,0.12903225806451613
76,0.11428571428571432
77,0.09756097560975607
78,0.12121212121212122
79,0.16129032258064513
80,0.11111111111111116
81,0.1515151515151515
82,0.11111111111111116
83,0.1875
84,0.12121212121212122
85,0.12903225806451613
86,0.125
87,0.10526315789473684
88,0.1470588235294118
89,0.1515151515151515
90,0.13888888888888884
91,0.125
92,0.1875
93,0.11428571428571432
94,0.1470588235294118
95,0.12903225806451613
96,0.12121212121212122
97,0.19354838709677424
98,0.09090909090909094
99,0.11111111111111116
100,0.1333333333333333
101,0.125
102,0.1428571428571429
103,0.12121212121212122
104,0.15625
105,0.10810810810810811
106,0.125
107,0.09375
108,0.12903225806451613
109,0.12121212121212122
110,0.1875
111,0.11764705882352944
112,0.125
113,0.1515151515151515
114,0.20588235294117652
115,0.12903225806451613
116,0.1515151515151515
117,0.12121212121212122
118,0.125
119,0.12121212121212122
120,0.12121212121212122
121,0.1515151515151515
122,0.1428571428571429
123,0.12121212121212122
124,0.16129032258064513
125,0.12121212121212122
126,0.16666666666666663
127,0.16129032258064513
128,0.12121212121212122
129,0.10526315789473684
130,0.125
131,0.125
132,0.11764705882352944
133,0.125
134,0.1515151515151515
135,0.17647058823529416
136,0.17142857142857137
137,0.125
138,0.1333333333333333
139,0.125
140,0.10810810810810811
141,0.1515151515151515
142,0.125
143,0.1470588235294118
144,0.11764705882352944
145,0.24242424242424243
146,0.22857142857142854
147,0.24242424242424243
148,0.08571428571428574
149,0.125
150,0.2647058823529411
151,0.13157894736842102
152,0.11764705882352944
153,0.16129032258064513
154,0.11111111111111116
155,0.15625
156,0.125
157,0.125
158,0.125
159,0.18181818181818177
160,0.11764705882352944
161,0.125
162,0.15625
163,0.10526315789473684
164,0.13888888888888884
165,0.125
166,0.1470588235294118
167,0.12121212121212122
168,0.1333333333333333
169,0.10810810810810811
170,0.1470588235294118
171,0.1333333333333333
172,0.11764705882352944
173,0.125
174,0.1515151515151515
175,0.12121212121212122
176,0.12121212121212122
177,0.28125
178,0.125
179,0.12121212121212122
180,0.1333333333333333
181,0.09090909090909094
182,0.125
183,0.125
184,0.11111111111111116
185,0.10526315789473684
186,0.11428571428571432
187,0.12121212121212122
188,0.125
189,0.15625
190,0.17647058823529416
191,0.12121212121212122
192,0.15384615384615385
193,0.11111111111111116
194,0.125
195,0.125
196,0.07432432432432434
197,0.0680272108843537
198,0.07432432432432434
199,0.07432432432432434
200,0.07432432432432434
201,0.05228758169934644
202,0.05228758169934644
203,0.05228758169934644
204,0.05228758169934644
205,0.05228758169934644
206,0.04938271604938271
207,0.04347826086956519
208,0.04938271604938271
209,0.04938271604938271
210,0.05521472392638038
211,0.052631578947368474
212,0.052631578947368474
213,0.052631578947368474
214,0.052631578947368474
215,0.052631578947368474
216,0.061224489795918324
217,0.061224489795918324
218,0.061224489795918324
219,0.061224489795918324
220,0.061224489795918324
221,0.07006369426751591
222,0.07006369426751591
223,0.07006369426751591
224,0.07006369426751591
225,0.07006369426751591
226,0.04575163398692805
227,0.04575163398692805
228,0.04575163398692805
229,0.051948051948051965
230,0.04575163398692805
231,0.06395348837209303
232,0.06395348837209303
233,0.06395348837209303
234,0.06936416184971095
235,0.06395348837209303
236,0.05142857142857138
237,0.040462427745664775
238,0.04597701149425293
239,0.04597701149425293
240,0.04597701149425293
241,0.0674157303370787
242,0.0674157303370787
243,0.0674157303370787
244,0.0674157303370787
245,0.0674157303370787
246,0.05681818181818177
247,0.05681818181818177
248,0.05681818181818177
249,0.05681818181818177
250,0.05681818181818177
251,0.027932960893854775
252,0.027932960893854775
253,0.033333333333333326
254,0.027932960893854775
