id,claim_entity_overlap
0,0.5
1,0.5
2,0.5
3,0.0
4,0.5
5,0.5
6,0.5
7,0.5
8,0.5
9,1.0
10,0.5
11,0.5
12,0.5
13,0.5
14,0.5
15,0.5
16,0.5
17,0.5
18,0.5
19,0.5
20,1.0
21,0.5
22,0.5
23,0.5
24,0.5
25,0.5
26,0.0
27,0.5
28,0.5
29,0.5
30,0.5
32,1.0
33,0.5
34,0.5
35,1.0
36,0.5
37,0.5
38,0.3333333333333333
39,0.3333333333333333
40,0.5
41,0.5
42,0.5
43,0.5
44,0.5
45,0.5
46,0.5
47,0.5
48,0.5
49,0.5
50,0.3333333333333333
51,0.5
52,0.5
53,0.5
54,0.5
55,0.5
56,0.5
57,0.5
58,0.5
59,0.5
60,1.0
61,0.5
62,0.5
63,0.5
64,0.5
65,0.5
66,0.5
67,0.5
68,0.5
69,0.5
70,1.0
71,0.5
72,0.5
73,0.5
74,0.5
75,0.5
76,0.5
77,0.5
78,0.5
79,0.5
80,0.5
81,0.5
82,0.5
83,0.5
84,0.5
85,0.5
86,0.5
87,0.5
88,1.0
89,0.3333333333333333
90,0.3333333333333333
91,0.5
92,0.5
93,0.5
94,0.5
95,0.5
96,0.5
97,1.0
98,0.5
99,0.5
100,1.0
101,0.5
102,0.5
103,0.5
104,0.5
105,0.5
106,1.0
107,0.5
108,0.5
109,0.5
110,0.5
111,0.5
112,0.5
113,0.5
114,0.3333333333333333
115,0.5
116,0.5
117,0.5
118,0.5
119,0.5
120,0.5
121,0.6666666666666666
122,0.5
123,0.5
124,0.5
125,0.5
126,1.0
127,0.5
128,0.5
129,0.5
130,0.5
131,0.5
132,0.5
133,0.5
134,0.5
135,0.5
136,0.5
137,0.5
138,0.5
139,0.5
140,0.5
141,0.5
142,0.5
143,0.5
144,0.5
145,1.0
146,1.0
147,0.5
148,0.5
149,0.5
150,0.5
151,0.5
152,0.5
153,0.5
154,0.5
155,0.5
156,0.5
157,0.5
158,0.5
159,1.0
160,0.5
161,0.5
162,0.5
163,0.5
164,0.5
165,0.5
166,0.5
167,0.5
168,0.5
169,0.5
170,0.5
171,0.5
172,0.5
173,0.5
174,0.5
175,0.5
176,0.5
177,1.0
178,0.5
179,0.5
180,0.5
181,0.5
182,0.5
183,0.5
184,0.5
185,0.5
186,0.5
187,0.5
188,0.5
189,1.0
190,0.3333333333333333
191,0.5
192,0.5
193,0.5
194,0.5
195,0.5
196,0.6666666666666666
197,0.6666666666666666
198,0.6666666666666666
199,0.6666666666666666
200,0.6666666666666666
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,0.0
207,0.5
208,0.0
209,0.0
210,0.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,0.5
217,0.5
218,0.5
219,0.5
220,0.5
221,0.6666666666666666
222,0.6666666666666666
223,0.6666666666666666
224,0.6666666666666666
225,0.6666666666666666
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,0.3333333333333333
232,0.3333333333333333
233,0.3333333333333333
234,0.3333333333333333
235,0.3333333333333333
236,0.5
237,0.5
238,0.5
239,0.5
240,0.5
241,0.5
242,0.5
243,1.0
244,0.5
245,1.0
246,0.3333333333333333
247,0.3333333333333333
248,0.3333333333333333
249,0.6666666666666666
250,0.3333333333333333
251,1.0
252,1.0
253,1.0
254,1.0
255,1.0
256,0.25
257,0.25
258,0.25
259,0.25
260,0.25
261,0.6666666666666666
262,0.6666666666666666
263,0.6666666666666666
264,1.0
265,0.6666666666666666
266,1.0
267,1.0
268,1.0
269,1.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.0
275,1.0
276,0.6666666666666666
277,0.6666666666666666
278,0.6666666666666666
279,0.6666666666666666
280,0.6666666666666666
281,0.6666666666666666
282,0.6666666666666666
283,0.6666666666666666
284,0.6666666666666666
285,0.6666666666666666
286,1.0
287,0.5
288,1.0
289,1.0
290,1.0
291,0.6666666666666666
292,0.6666666666666666
293,0.6666666666666666
294,0.6666666666666666
295,0.6666666666666666
296,1.0
297,0.5
298,0.5
299,1.0
300,0.5
301,0.25
302,0.3333333333333333
303,0.25
304,0.3333333333333333
305,0.25
306,1.0
307,1.0
308,1.0
309,1.0
310,1.0
311,0.6666666666666666
312,0.6666666666666666
313,0.5
314,0.6666666666666666
315,0.6666666666666666
316,1.0
317,1.0
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.0
328,1.0
329,1.0
330,1.0
331,0.6666666666666666
332,0.6666666666666666
333,0.6666666666666666
334,0.6666666666666666
335,0.6666666666666666
336,1.0
337,1.0
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,1.0
344,1.0
345,1.0
346,0.5
347,0.5
348,0.5
349,0.5
350,0.5
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,0.5
357,0.5
358,0.5
359,0.5
360,0.5
361,0.5
362,0.5
363,0.5
364,0.5
365,0.5
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,0.5
372,0.5
373,0.5
374,0.5
375,0.5
376,0.5
377,0.5
378,0.5
379,0.5
380,0.5
381,1.0
382,1.0
383,1.0
384,1.0
385,1.0
386,0.5
387,0.5
388,0.5
389,0.5
390,0.5
391,0.5
392,0.5
393,0.5
394,0.5
395,0.5
396,1.0
397,1.0
398,1.0
399,1.0
400,1.0
401,0.0
402,0.0
403,0.0
404,0.6666666666666666
405,0.6666666666666666
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.0
412,1.0
414,1.0
415,1.0
416,1.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,0.5
432,0.5
433,0.5
434,0.5
435,0.5
436,0.5
437,0.5
438,0.5
439,0.5
440,0.5
441,0.6666666666666666
442,0.3333333333333333
443,1.0
444,1.0
445,1.0
446,0.5
447,0.5
448,0.5
449,0.5
450,0.5
451,0.5
452,0.5
453,0.5
454,0.5
455,0.5
456,1.0
457,1.0
458,1.0
459,1.0
460,0.5
461,1.0
462,1.0
463,1.0
464,1.0
465,1.0
466,1.0
467,1.0
468,1.0
469,1.0
470,1.0
471,1.0
472,0.6666666666666666
473,1.0
474,1.0
475,0.6666666666666666
476,0.6666666666666666
477,0.6666666666666666
478,0.6666666666666666
479,0.6666666666666666
480,0.6666666666666666
481,0.75
482,0.75
483,0.75
484,0.75
485,1.0
486,0.5
487,0.5
488,0.5
489,0.5
490,0.5
491,0.6666666666666666
492,0.6666666666666666
493,0.6666666666666666
494,0.6666666666666666
495,0.6666666666666666
496,0.0
497,0.0
498,0.0
499,0.0
500,0.5
501,0.2
502,0.4
503,0.4
504,0.4
505,0.4
506,0.5
507,0.5
508,0.5
509,0.5
510,1.0
511,0.5
512,0.5
513,0.75
514,0.5
515,0.5
516,0.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.6666666666666666
522,0.6666666666666666
523,0.6666666666666666
524,0.6666666666666666
525,0.6666666666666666
526,0.75
527,0.75
528,0.75
529,0.75
530,0.75
531,0.5
532,0.5
533,0.5
534,0.5
535,0.5
536,0.0
537,0.0
538,0.3333333333333333
539,0.0
540,0.0
541,0.75
542,0.75
543,0.6666666666666666
544,0.75
545,0.75
546,0.6666666666666666
547,0.75
548,0.6666666666666666
549,1.0
550,0.6666666666666666
551,0.75
552,0.75
553,0.75
554,0.75
555,0.75
556,0.8
557,1.0
558,0.8
559,0.8
560,0.8
561,0.25
562,0.25
563,0.25
564,0.25
565,0.25
566,0.3333333333333333
567,0.5
568,0.3333333333333333
569,0.3333333333333333
570,0.3333333333333333
571,0.5
572,0.5
573,0.5
574,0.5
575,0.5
576,0.5
577,0.6666666666666666
578,0.6666666666666666
579,0.5
580,0.5
581,1.0
582,1.0
583,1.0
584,1.0
585,1.0
586,1.0
587,0.6666666666666666
588,0.6666666666666666
589,0.6666666666666666
590,0.6666666666666666
591,0.5
592,0.3333333333333333
593,0.5
594,0.3333333333333333
595,0.3333333333333333
596,1.0
597,1.0
598,1.0
599,1.0
600,1.0
601,0.5
602,0.5
603,0.5
604,0.5
605,0.5
606,1.0
607,1.0
608,1.0
609,1.0
610,1.0
611,0.5
612,0.5
613,1.0
614,1.0
615,1.0
616,1.0
617,1.0
618,1.0
619,1.0
620,1.0
621,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,1.0
630,1.0
631,0.0
632,0.5
633,0.5
634,0.5
635,0.5
636,0.5
637,0.5
638,0.5
639,0.5
640,0.5
641,0.5
642,0.5
643,0.5
644,1.0
645,0.5
646,1.0
647,0.5
648,1.0
649,1.0
650,1.0
651,1.0
652,1.0
653,0.5
654,1.0
655,0.5
656,1.0
657,1.0
658,1.0
659,1.0
660,1.0
661,1.0
662,1.0
663,1.0
664,1.0
665,1.0
666,0.3333333333333333
667,0.3333333333333333
668,0.3333333333333333
669,0.3333333333333333
670,0.3333333333333333
671,0.5
672,0.5
673,0.5
674,0.5
675,0.5
676,0.5
677,0.5
678,0.5
679,0.5
680,0.5
681,0.5
682,0.5
683,0.5
684,0.5
685,0.5
686,1.0
687,1.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,0.5
694,0.5
695,0.5
696,0.3333333333333333
697,0.3333333333333333
698,0.3333333333333333
699,0.3333333333333333
700,0.3333333333333333
701,0.5
702,0.5
703,0.5
704,0.5
705,0.5
706,1.0
707,1.0
708,1.0
709,1.0
710,1.0
711,1.0
712,1.0
713,1.0
714,1.0
715,0.0
716,0.5
717,0.5
718,0.5
719,0.5
720,0.5
721,0.5
722,0.5
723,0.5
724,0.5
725,0.5
726,0.5
727,0.5
728,0.5
729,0.5
730,1.0
731,1.0
732,1.0
733,1.0
734,1.0
735,1.0
736,1.0
737,1.0
738,1.0
739,1.0
740,1.0
741,1.0
742,1.0
743,1.0
744,1.0
745,1.0
746,1.0
747,1.0
748,1.0
749,1.0
750,1.0
751,0.5
752,0.5
753,0.5
754,0.0
755,0.5
756,0.5
757,0.5
758,0.5
759,0.5
760,1.0
761,0.5
762,0.5
763,0.5
764,0.5
765,0.5
766,0.5
767,0.5
768,0.5
769,0.5
770,0.5
771,1.0
772,0.5
773,0.5
774,0.5
775,0.5
776,0.5
777,0.0
778,0.5
779,0.5
780,0.5
781,0.5
782,1.0
783,1.0
784,0.5
785,0.5
786,1.0
787,0.5
788,0.5
789,0.3333333333333333
790,0.3333333333333333
791,0.5
792,0.5
793,0.5
794,0.5
795,0.5
796,0.5
797,0.5
798,0.5
799,0.5
800,0.5
801,0.3333333333333333
802,0.5
803,0.5
804,0.5
805,0.5
806,0.5
807,0.5
808,0.5
809,0.5
810,0.5
811,1.0
812,0.5
813,0.5
814,0.5
815,0.5
816,0.5
817,0.5
818,0.5
819,0.5
820,0.5
821,1.0
822,0.5
823,0.5
824,0.5
825,0.5
826,0.5
827,0.5
828,0.5
829,0.5
830,0.5
831,0.5
832,0.5
833,0.5
834,0.5
835,0.5
836,0.5
837,0.5
838,0.5
839,1.0
840,0.3333333333333333
841,0.3333333333333333
842,0.5
843,0.5
844,0.5
845,0.5
846,0.5
847,0.5
848,1.0
849,0.5
850,0.5
851,1.0
852,0.5
853,0.5
854,0.5
855,0.5
856,0.5
857,1.0
858,0.5
859,0.5
860,0.5
861,0.5
862,0.5
863,0.5
864,0.5
865,0.3333333333333333
866,0.5
867,0.5
868,0.5
869,0.5
870,0.5
871,0.5
872,0.6666666666666666
873,0.5
874,0.5
875,0.5
876,0.5
877,1.0
878,0.5
879,0.5
880,0.5
881,0.5
882,0.5
883,0.5
884,0.5
885,0.5
886,0.5
887,0.5
888,0.5
889,0.5
890,0.5
891,0.5
892,0.5
893,0.5
894,0.5
895,0.5
896,1.0
897,1.0
898,0.5
899,0.5
900,0.5
901,0.5
902,0.5
903,0.5
904,0.5
905,0.5
906,0.5
907,0.5
908,0.5
909,0.5
910,1.0
911,0.5
912,0.5
913,0.5
914,0.5
915,0.5
916,0.5
917,0.5
918,0.5
919,0.5
920,0.5
921,0.5
922,0.5
923,0.5
924,0.5
925,0.5
926,0.5
927,0.5
928,1.0
929,0.5
930,0.5
931,0.5
932,0.5
933,0.5
934,0.5
935,0.5
936,0.5
937,0.5
938,0.5
939,0.5
940,1.0
941,0.3333333333333333
942,0.5
943,0.5
944,0.5
945,0.5
946,0.5
947,1.0
948,1.0
949,1.0
950,1.0
951,0.0
952,0.5
953,1.0
954,1.0
955,1.0
956,1.0
957,0.5
958,1.0
959,
960,0.75
961,0.6666666666666666
962,0.5
963,1.0
964,0.0
965,1.0
966,1.0
967,1.0
968,1.0
969,1.0
970,1.0
971,1.0
972,1.0
973,1.0
974,1.0
975,1.0
976,1.0
977,1.0
978,0.75
979,0.0
980,1.0
981,0.5
982,0.5
983,0.5
984,1.0
985,1.0
986,1.0
987,0.5
988,1.0
989,0.5
990,1.0
991,1.0
992,0.5
993,1.0
994,1.0
995,0.5
996,1.0
997,0.5
998,1.0
999,1.0
1000,1.0
1001,0.6666666666666666
1002,1.0
1003,0.6666666666666666
1004,1.0
1005,0.3333333333333333
1006,1.0
1007,1.0
1008,0.3333333333333333
1009,1.0
1010,0.0
1011,1.0
1012,1.0
1013,0.75
1014,1.0
1015,1.0
1016,1.0
1017,0.5
1018,0.75
1019,1.0
1020,1.0
1021,0.6666666666666666
1022,1.0
1023,0.6666666666666666
1024,1.0
1025,1.0
1026,0.5
1027,1.0
1028,1.0
1029,1.0
1030,1.0
1031,0.5
1032,1.0
1033,0.6666666666666666
1034,1.0
1035,1.0
1036,1.0
1037,1.0
1038,1.0
1039,0.4
1040,1.0
1041,1.0
1042,1.0
1043,0.6666666666666666
1044,0.0
1045,1.0
1046,0.6666666666666666
1047,0.75
1048,0.5
1049,1.0
1050,1.0
1051,1.0
1052,0.6666666666666666
1054,1.0
1055,0.5
1056,1.0
1057,1.0
1058,0.5
1059,1.0
1060,1.0
1061,0.5
1062,1.0
1063,0.5
